PCAR,XLNX,0.049170
FTI,ZION,0.049147
GOOGL,KORS,0.049145
FL,GIS,0.049126
NBL,NVDA,0.049124
BIIB,FLIR,0.049120
TSCO,FOXA,0.049113
LVLT,ROST,0.049108
GOOGL,ILMN,0.049095
COG,PEG,0.049071
AET,NTRS,0.049058
GOOGL,FE,0.049042
FL,K,0.049039
HBI,IFF,0.049024
FTI,GS,0.049019
GOOG,APH,0.048990
CAH,EXC,0.048987
D,HSY,0.048981
DOV,NEM,0.048967
GOOGL,IRM,0.048951
GOOGL,HAS,0.048948
CME,SWKS,0.048947
BIIB,CHTR,0.048935
GOOGL,UNH,0.048928
IFF,JEC,0.048922
ADI,DHR,0.048913
HBI,MNK,0.048911
GOOGL,T,0.048911
MMM,KIM,0.048900
CVX,SPG,0.048894
CAH,PCG,0.048894
EOG,NWL,0.048886
GOOGL,DG,0.048880
CI,COP,0.048856
BIIB,MU,0.048852
GOOGL,LKQ,0.048851
BIIB,SNA,0.048851
GOOGL,HRL,0.048846
COP,ZION,0.048810
COTY,LVLT,0.048800
AAPL,NKE,0.048799
CME,PFG,0.048798
PHM,UNP,0.048794
CAH,CCL,0.048789
GOOGL,ECL,0.048788
CI,MON,0.048786
BIIB,HPQ,0.048781
CCL,PRU,0.048777
EXR,SPLS,0.048770
CMA,MHK,0.048761
BWA,MCO,0.048761
ADI,CTAS,0.048756
BLL,EMR,0.048755
GOOGL,AMGN,0.048742
COTY,MU,0.048742
KMX,MTB,0.048732
MRO,MDLZ,0.048728
BBT,JPM,0.048702
CME,NTAP,0.048675
CNC,IPG,0.048666
ABC,SYY,0.048647
COTY,SWK,0.048644
PNW,UNH,0.048628
GOOGL,PDCO,0.048622
CME,EXC,0.048620
AMGN,BA,0.048612
ALL,L,0.048607
GOOGL,NFX,0.048593
CMG,RTN,0.048581
LVLT,PSA,0.048574
BLL,BBBY,0.048558
CCL,KIM,0.048557
CTAS,DHR,0.048550
LEG,SRE,0.048545
BWA,NKE,0.048539
LLTC,NDAQ,0.048536
CNC,VLO,0.048533
HUM,TDC,0.048512
SLB,WU,0.048493
JEC,PLD,0.048488
CAH,CMS,0.048451
EL,PM,0.048448
ADI,NWS,0.048446
CBS,HON,0.048444
CME,DG,0.048440
HOLX,TIF,0.048427
ED,K,0.048417
COTY,TMK,0.048413
GRMN,VTR,0.048404
CNC,GWW,0.048400
BHI,TIF,0.048391
BLL,DOW,0.048378
ADI,HOG,0.048377
CHRW,IRM,0.048375
APD,NUE,0.048373
CELG,ED,0.048351
EQR,TJX,0.048347
TSCO,ZTS,0.048343
HOLX,PRGO,0.048338
CVX,FB,0.048312
CME,RIG,0.048311
FCX,NUE,0.048308
FCX,ORCL,0.048292
AET,CMA,0.048286
GOOG,HUM,0.048275
MU,WDC,0.048266
AET,CVS,0.048258
COTY,DLPH,0.048251
ADI,IBM,0.048250
ECL,VNO,0.048246
FB,JWN,0.048244
CCL,WFC,0.048244
AAPL,HOLX,0.048219
GOOGL,KMX,0.048217
AMP,KEY,0.048201
FE,MAT,0.048191
KO,FAST,0.048183
COTY,MCO,0.048181
CI,FLS,0.048177
CL,NUE,0.048170
CCL,C,0.048143
GOOGL,CA,0.048116
ALB,NEM,0.048105
TROW,UTX,0.048095
GOOGL,CME,0.048093
PPL,UA,0.048091
NWS,XL,0.048088
USB,WMB,0.048081
CL,MTD,0.048076
AET,TIF,0.048066
LEG,PH,0.048058
COTY,UNM,0.048057
BA,PBCT,0.048056
EW,NOV,0.048052
ADI,SWK,0.048052
DISCA,HAR,0.048050
CI,PCAR,0.048049
PKI,WAT,0.048041
GOOGL,CSCO,0.048034
GOOGL,JNPR,0.048019
COTY,FOX,0.048017
BLL,PPG,0.048012
AET,STT,0.048012
CI,FOX,0.047997
EMR,PGR,0.047995
GOOG,PPG,0.047989
MAS,PXD,0.047984
GOOG,NOV,0.047944
CTSH,FLIR,0.047944
COTY,OKE,0.047931
ISRG,NEM,0.047927
HOLX,LLY,0.047927
APA,INTU,0.047917
BLL,NLSN,0.047906
CI,STI,0.047905
NBL,OI,0.047897
GOOGL,ZTS,0.047896
AAP,APC,0.047893
BIIB,GD,0.047890
LVLT,LMT,0.047877
MO,HBI,0.047866
XOM,PNW,0.047865
COTY,WY,0.047855
EOG,TSCO,0.047833
AZO,LUV,0.047825
GLW,NOC,0.047814
CCL,RSG,0.047803
ADI,FLS,0.047801
LVLT,RTN,0.047790
CAH,IRM,0.047771
COF,LYB,0.047759
HBI,PAYX,0.047750
XRAY,SRCL,0.047727
CI,WMT,0.047724
DNB,NBL,0.047722
RCL,SO,0.047719
COTY,WMB,0.047718
RCL,TSO,0.047713
BHI,SWKS,0.047705
GOOG,XYL,0.047702
GOOGL,TSCO,0.047696
TDG,ULTA,0.047693
KEY,KMB,0.047693
FMC,LH,0.047671
PNR,TSS,0.047667
ADI,DOW,0.047655
HUM,MCD,0.047645
BLL,PG,0.047644
BXP,LRCX,0.047642
PNR,WHR,0.047639
LRCX,LOW,0.047634
AYI,BDX,0.047633
CTXS,V,0.047615
GOOGL,VAR,0.047600
GRMN,L,0.047598
HBI,MCHP,0.047596
FL,MCHP,0.047596
MDLZ,MUR,0.047592
HES,TSCO,0.047590
GOOGL,DPS,0.047590
AZO,DRI,0.047569
EXR,M,0.047568
EXPE,LNC,0.047565
LLY,RIG,0.047546
CAH,PNW,0.047531
GOOGL,CMCSA,0.047528
NBL,XYL,0.047519
SO,XEL,0.047509
DNB,TSCO,0.047486
CME,VFC,0.047486
GD,SLB,0.047485
ADI,FIS,0.047479
COTY,LM,0.047473
COTY,FOXA,0.047449
BIIB,RF,0.047449
MO,GPC,0.047438
UNH,VMC,0.047436
APA,MJN,0.047423
GOOGL,CTSH,0.047422
CTSH,VZ,0.047414
CI,MCK,0.047413
CNC,IR,0.047412
TSCO,UA,0.047411
CI,TROW,0.047411
BLL,CPB,0.047391
NOV,TSN,0.047383
PCG,UNH,0.047371
GLW,VMC,0.047363
JPM,URI,0.047362
IP,QCOM,0.047357
AJG,MJN,0.047354
V,YHOO,0.047347
HIG,HST,0.047338
CHTR,DGX,0.047336
BLL,MAT,0.047336
TSCO,XYL,0.047335
AMAT,CB,0.047323
COTY,ESRX,0.047317
ETFC,RHT,0.047313
GOOG,COST,0.047311
CELG,PFG,0.047307
BLL,TSCO,0.047302
CHTR,DOV,0.047300
FTI,VRTX,0.047298
CAH,XEL,0.047273
GOOGL,XEC,0.047266
AGN,STZ,0.047221
BBT,MCO,0.047216
CB,XOM,0.047212
ALL,CVX,0.047210
FTI,NWSA,0.047203
JCI,NI,0.047195
HSIC,COH,0.047190
COTY,STJ,0.047188
PWR,URBN,0.047186
DTE,MKC,0.047186
GOOG,FLIR,0.047181
DISCA,HBAN,0.047179
GPN,VFC,0.047166
AFL,AMT,0.047161
GOOGL,LB,0.047149
UDR,VFC,0.047139
FLR,SPG,0.047129
AMGN,LNC,0.047128
GLW,ORLY,0.047127
BLL,ED,0.047122
GOOGL,MTB,0.047106
DISCA,TSO,0.047086
FB,GPC,0.047081
GOOGL,AON,0.047067
LB,L,0.047065
CCL,WM,0.047060
ADI,RIG,0.047040
LVLT,SNI,0.047025
AET,PRU,0.047016
IP,PNR,0.047010
IFF,ULTA,0.047010
BIIB,JEC,0.046974
ALL,EL,0.046971
GOOGL,DLPH,0.046970
NLSN,XYL,0.046957
COTY,GPC,0.046957
COTY,HCA,0.046944
GLW,NEM,0.046919
CTXS,FLR,0.046910
MRK,PNR,0.046896
COF,HBAN,0.046893
MRK,MUR,0.046888
RCL,WEC,0.046878
CNC,PEP,0.046837
HP,WYNN,0.046818
BAC,RL,0.046816
TSCO,FOX,0.046814
GOOGL,EXC,0.046801
FL,NDAQ,0.046800
DAL,SYK,0.046796
FLS,UPS,0.046759
MA,NSC,0.046756
GOOG,GD,0.046746
ALL,SNI,0.046744
MDLZ,MNST,0.046733
CPB,TSN,0.046718
AET,PPG,0.046714
KMB,LLY,0.046708
LLY,SPG,0.046698
DISCA,GILD,0.046695
EQR,MMC,0.046685
HIG,PVH,0.046684
BIIB,MA,0.046680
MRO,MAR,0.046675
AET,HAR,0.046667
CCL,CF,0.046660
CRM,SWK,0.046651
COTY,MOS,0.046650
EOG,MDLZ,0.046646
FTI,VFC,0.046645
CSCO,DOV,0.046641
BIIB,LUK,0.046626
ROST,STT,0.046607
FFIV,FSLR,0.046596
EXPE,HAR,0.046591
ROST,WMB,0.046585
GOOGL,NKE,0.046567
CME,ITW,0.046556
EXPE,WMT,0.046548
MDLZ,TXT,0.046538
CI,WYNN,0.046531
MDLZ,TSS,0.046522
HOLX,ISRG,0.046516
KMB,MAT,0.046500
ABBV,NRG,0.046492
CI,WU,0.046486
DOV,FL,0.046485
HON,UNH,0.046477
EXPE,VZ,0.046477
CF,STT,0.046460
ALLE,FBHS,0.046452
BLL,IR,0.046450
COTY,LLTC,0.046432
HOLX,PFG,0.046419
GOOGL,NUE,0.046418
CAH,UNH,0.046392
CCL,HSY,0.046391
DISCA,K,0.046384
BIIB,ULTA,0.046379
AMGN,MJN,0.046374
ADI,NWSA,0.046374
HUM,WHR,0.046366
COF,SJM,0.046350
ORLY,PRGO,0.046335
AET,JPM,0.046335
NBL,OMC,0.046330
GOOGL,YUM,0.046327
GOOG,HCP,0.046327
KLAC,MCD,0.046322
ALXN,AIG,0.046319
COG,GWW,0.046309
COTY,NWS,0.046301
CNC,FL,0.046297
PNC,XEL,0.046293
CNC,DOW,0.046290
AET,ZION,0.046286
COTY,NSC,0.046283
ECL,EA,0.046271
MAT,RL,0.046263
AET,TDC,0.046256
CAG,IRM,0.046243
LLTC,PNW,0.046231
CL,NLSN,0.046226
BWA,PFG,0.046220
AET,ADI,0.046215
DOV,TXN,0.046214
DFS,URI,0.046211
GLW,TJX,0.046201
HP,NEM,0.046194
SE,HSY,0.046193
CVX,DHR,0.046193
GOOGL,LH,0.046183
CVX,HON,0.046158
PHM,QCOM,0.046156
AET,EBAY,0.046152
BMY,PLD,0.046140
FTR,TGT,0.046138
AET,RF,0.046134
MCO,USB,0.046132
EMN,IBM,0.046124
VRTX,WFC,0.046120
EQR,VMC,0.046119
CTSH,NTAP,0.046118
ADI,JNPR,0.046117
ADI,CBG,0.046080
ADI,PXD,0.046074
CTSH,TSN,0.046050
CME,MNK,0.046042
CMS,PCG,0.046036
RSG,XYL,0.046031
MS,RL,0.045992
LMT,ULTA,0.045980
FISV,SCG,0.045976
GOOGL,ICE,0.045975
FSLR,PFE,0.045966
AME,AAPL,0.045963
LLTC,SRCL,0.045959
CNC,PEG,0.045956
COF,CBG,0.045955
ROK,VMC,0.045954
XRAY,DOW,0.045952
FLR,UTX,0.045946
CME,PRU,0.045936
ADI,HBAN,0.045904
BLL,MCHP,0.045895
CNC,V,0.045885
FLR,GPC,0.045884
HBI,PSA,0.045881
CMA,TMK,0.045869
CCL,DLTR,0.045869
COP,DFS,0.045868
AAP,NTAP,0.045863
BLL,WEC,0.045852
ABBV,NI,0.045848
CAT,SLB,0.045840
PNC,TJX,0.045836
RRC,SYK,0.045833
CI,DE,0.045804
PNW,TJX,0.045802
CME,MMC,0.045788
IR,ORCL,0.045760
GPC,NLSN,0.045759
LLTC,SRE,0.045753
ADI,BBY,0.045740
BIIB,CA,0.045738
JPM,TRIP,0.045732
COTY,WMT,0.045728
CMI,NRG,0.045720
BIIB,DG,0.045719
ETN,SHW,0.045706
BWA,MAT,0.045705
GOOG,CHK,0.045691
COTY,PSA,0.045689
BLL,HCN,0.045681
ADI,PGR,0.045679
GOOGL,OKE,0.045677
APA,DGX,0.045674
EL,FLR,0.045673
CNC,PCG,0.045663
COTY,DOW,0.045656
ADI,PHM,0.045634
EMR,TJX,0.045620
SCHW,PNC,0.045615
LLTC,NEM,0.045615
CMS,WEC,0.045615
FLR,TMO,0.045612
PFE,STJ,0.045602
FIS,NFX,0.045595
SBUX,WYNN,0.045585
EQIX,WM,0.045575
CNC,MSFT,0.045561
COTY,INTU,0.045560
AMGN,RAI,0.045549
NEM,SYY,0.045532
CME,LLL,0.045523
STZ,FRT,0.045509
CMCSA,PX,0.045509
K,TJX,0.045505
MO,EQIX,0.045479
BLL,GPS,0.045469
COTY,TRIP,0.045468
GOOG,PSX,0.045467
CNC,TXN,0.045462
AIG,TXT,0.045431
CAT,MJN,0.045428
BWA,HIG,0.045408
ALB,BSX,0.045396
CNC,PHM,0.045385
CHTR,CAG,0.045370
DPS,SPLS,0.045367
EXPD,UPS,0.045361
APC,VFC,0.045313
FRT,KIM,0.045309
BK,USB,0.045305
AIG,CPB,0.045294
ADI,CTSH,0.045256
FTI,GILD,0.045250
FL,PAYX,0.045248
CCL,TIF,0.045248
BIIB,CVS,0.045245
AYI,WAT,0.045244
ETFC,HBAN,0.045238
GOOG,FAST,0.045223
ADI,SNA,0.045218
CNC,LOW,0.045215
EFX,LOW,0.045210
CVX,MTD,0.045204
GOOG,FSLR,0.045201
HBI,STX,0.045196
CBS,OMC,0.045178
CME,WMB,0.045155
HOLX,HBAN,0.045154
BIIB,JPM,0.045154
COTY,PH,0.045145
PPL,STX,0.045144
PBCT,TXT,0.045138
BLL,NWL,0.045135
ADI,AVB,0.045125
PSX,SBUX,0.045114
AN,HOLX,0.045092
COTY,KSS,0.045088
CHRW,EXC,0.045068
CBS,EMR,0.045044
GOOGL,REGN,0.045032
XEC,EXPD,0.045025
HAS,IR,0.045014
COTY,RIG,0.045006
COTY,RL,0.045002
FCX,IRM,0.044996
GOOG,TAP,0.044964
SBUX,HSY,0.044939
CCL,DLR,0.044936
AVY,PM,0.044928
COTY,DIS,0.044918
COTY,BEN,0.044914
K,VRTX,0.044911
GOOGL,OXY,0.044905
K,MKC,0.044894
AZO,LUK,0.044889
AMZN,MCHP,0.044889
MO,AEP,0.044888
EA,OKE,0.044873
GOOG,CERN,0.044871
T,ED,0.044860
LLTC,SYY,0.044850
PKI,TSCO,0.044845
HUM,LEN,0.044844
AET,PBCT,0.044843
COTY,LMT,0.044836
GOOGL,HCN,0.044820
GLW,NDAQ,0.044816
GOOG,UHS,0.044807
BLL,DPS,0.044803
CI,HES,0.044780
FCX,PFE,0.044779
CME,FTR,0.044770
BA,MPC,0.044765
ALXN,SJM,0.044754
GLW,FLR,0.044741
MDLZ,RF,0.044729
MU,RL,0.044722
AIZ,PKI,0.044716
GOOG,WMB,0.044714
CTXS,TSCO,0.044696
BIIB,PEG,0.044690
CTSH,NWS,0.044687
GOOG,LLY,0.044669
PWR,WHR,0.044667
ORLY,UPS,0.044651
NRG,PHM,0.044651
MCO,NOV,0.044647
BBT,MRO,0.044647
APA,JNJ,0.044629
COTY,SWKS,0.044626
AXP,PFG,0.044620
BIIB,PGR,0.044613
HP,HCN,0.044594
FB,TSN,0.044580
HBI,KEY,0.044556
CELG,LNC,0.044555
LYB,TEL,0.044553
ADI,VIAB,0.044543
CMS,KIM,0.044520
BXP,LVLT,0.044507
GOOGL,SYMC,0.044500
TSCO,UPS,0.044486
COTY,STT,0.044465
COTY,TEL,0.044459
FE,SIG,0.044453
CNC,MAT,0.044449
ED,TJX,0.044446
APC,PHM,0.044439
GOOGL,KO,0.044436
CNC,CTL,0.044417
LLY,PNC,0.044413
FAST,TSN,0.044411
CI,COL,0.044405
AVGO,FL,0.044396
CELG,MAT,0.044388
C,LM,0.044388
CNC,SNA,0.044373
USB,VRTX,0.044372
KIM,MKC,0.044362
CME,MNST,0.044354
HBI,KORS,0.044348
GLW,WM,0.044345
SCHW,PRU,0.044324
GOOGL,OI,0.044318
DGX,VTR,0.044306
CI,OI,0.044303
MO,NVDA,0.044298
FTR,ROK,0.044255
HOLX,SPLS,0.044240
GOOGL,MOS,0.044239
AMAT,RSG,0.044239
KO,LLTC,0.044236
COTY,PX,0.044236
HAS,IRM,0.044235
GGP,HP,0.044210
CTXS,DOW,0.044200
CME,RF,0.044194
MTB,DIS,0.044187
EMR,TSCO,0.044186
ETN,EXC,0.044161
RTN,VFC,0.044160
PWR,UNP,0.044145
HUM,SBUX,0.044117
BIIB,LLL,0.044115
EXPE,NWS,0.044113
CCL,K,0.044110
BLL,FLR,0.044093
BLL,CNP,0.044092
PEP,PXD,0.044087
BIIB,FBHS,0.044067
COTY,ENDP,0.044052
COTY,PFE,0.044029
ADI,LKQ,0.044026
GD,PFG,0.044007
AET,BBBY,0.044006
DD,TXN,0.043970
MCHP,NVDA,0.043964
ORLY,TJX,0.043958
GOOGL,MA,0.043951
AZO,MCK,0.043949
CL,PM,0.043944
CERN,NOV,0.043938
AET,SPLS,0.043936
COTY,LH,0.043935
APC,HIG,0.043915
AZO,PAYX,0.043902
DAL,SE,0.043898
CTXS,FL,0.043888
ALL,GPC,0.043885
RRC,TSCO,0.043882
BHI,R,0.043881
BIIB,UDR,0.043873
CNC,JBHT,0.043861
MDLZ,STJ,0.043838
FE,SHW,0.043837
CXO,HAL,0.043836
EL,LLY,0.043820
FTI,MU,0.043813
LNC,WFC,0.043800
AMAT,NOC,0.043774
CME,DD,0.043753
DD,V,0.043752
HUM,YUM,0.043740
AJG,ROK,0.043739
LB,UNH,0.043734
CNC,FLIR,0.043726
CI,GWW,0.043725
CCL,MKC,0.043724
LM,TSO,0.043722
FAST,MAT,0.043722
PNW,RSG,0.043719
K,STT,0.043719
MO,HOLX,0.043717
MAR,SPLS,0.043693
BLL,EIX,0.043683
GOOGL,VRTX,0.043681
MAR,RIG,0.043670
AMGN,SNA,0.043668
NOV,SLG,0.043662
EXPE,FLIR,0.043654
KO,KLAC,0.043648
CF,HAR,0.043636
CCL,EIX,0.043628
LNC,TSO,0.043625
BHI,K,0.043586
GOOGL,BAX,0.043582
LLY,MCK,0.043566
AET,F,0.043550
BIIB,TXT,0.043548
CELG,O,0.043532
IFF,PLD,0.043526
BHI,NTAP,0.043518
AET,LNC,0.043504
COL,VRSN,0.043462
FE,TJX,0.043446
AET,CERN,0.043440
COTY,UNH,0.043423
GOOGL,DVA,0.043417
AMGN,DIS,0.043400
DOV,RSG,0.043371
BIIB,LOW,0.043326
COTY,LLY,0.043313
ICE,SEE,0.043304
BIIB,PXD,0.043298
AIZ,MCHP,0.043293
GOOGL,NEM,0.043292
BLL,KMB,0.043292
COTY,VNO,0.043289
HP,LMT,0.043269
COST,CVS,0.043261
GS,VRTX,0.043253
MTB,NOV,0.043239
HSIC,ITW,0.043238
COTY,DRI,0.043232
CI,WY,0.043228
GOOG,JWN,0.043223
APD,CXO,0.043222
COH,RSG,0.043213
AEE,O,0.043197
MTB,USB,0.043173
MAC,HSY,0.043169
LVLT,MCD,0.043155
KEY,MCK,0.043155
AZO,TRV,0.043149
CNC,LUV,0.043145
HOLX,WMB,0.043136
FLS,VMC,0.043131
BIIB,SLG,0.043131
CME,HIG,0.043130
CME,LUK,0.043118
COTY,NUE,0.043115
GOOG,STX,0.043110
AAL,BSX,0.043093
PWR,SWN,0.043079
HUM,UDR,0.043072
AGN,NLSN,0.043071
FTI,MTB,0.043070
DOV,XYL,0.043047
PRGO,PPL,0.043039
COTY,NDAQ,0.043035
LNC,TXT,0.043030
GOOG,BMY,0.043027
BWA,DAL,0.043025
BEN,UAL,0.043011
BIIB,DISCK,0.043000
BLK,CTXS,0.042979
COTY,QCOM,0.042976
CME,MTD,0.042928
GLW,NEE,0.042917
AVGO,MKC,0.042889
GS,HAR,0.042869
GRMN,WMT,0.042869
AET,WYN,0.042867
LLY,NOC,0.042866
DOV,EIX,0.042861
BIIB,LMT,0.042847
BHI,DPS,0.042837
COTY,EL,0.042827
ALB,DTE,0.042804
CNC,VMC,0.042801
FTI,MCO,0.042776
GOOGL,TMK,0.042773
COTY,MCHP,0.042773
GOOG,GM,0.042772
GOOGL,DGX,0.042752
COTY,MPC,0.042749
CNC,NKE,0.042731
MTB,SLG,0.042730
LVLT,NOC,0.042725
IPG,LVLT,0.042723
PWR,R,0.042674
HP,OMC,0.042672
CME,KMI,0.042670
CCL,COH,0.042668
COTY,PPL,0.042667
APA,UTX,0.042652
CNC,DOV,0.042641
L,PCG,0.042601
DHR,LOW,0.042593
CAG,SE,0.042587
BIIB,CHRW,0.042577
GOOGL,MAR,0.042576
BIIB,DLTR,0.042576
RTN,XYL,0.042563
COTY,HST,0.042550
HBI,MCD,0.042540
BAC,TXT,0.042539
AAPL,UAL,0.042532
FTI,PG,0.042527
COH,NEM,0.042527
AET,MCO,0.042453
BIIB,HSY,0.042436
FLS,MJN,0.042417
ADI,ORLY,0.042408
CCL,SYY,0.042405
AMAT,ULTA,0.042395
HBI,LOW,0.042368
LLY,PEP,0.042352
MPC,TSO,0.042349
HP,LB,0.042345
CNC,PCLN,0.042345
COTY,VRSN,0.042338
CCL,SYK,0.042335
COH,DTE,0.042327
AVB,FLR,0.042322
AET,LM,0.042320
CNC,EXPD,0.042313
ETN,OMC,0.042305
FL,PNW,0.042298
COTY,ECL,0.042297
CCL,NEM,0.042297
CHTR,HP,0.042292
CCL,RL,0.042287
CCL,GS,0.042268
GOOGL,ORCL,0.042251
CI,URBN,0.042245
BLL,DTE,0.042226
CI,PH,0.042220
DOV,ITW,0.042218
CI,NTRS,0.042217
CTXS,PKI,0.042199
HP,KIM,0.042191
CCL,SCG,0.042189
DLPH,TEL,0.042175
L,SWK,0.042173
IP,UHS,0.042169
NOV,VRTX,0.042154
NBL,ROK,0.042138
GOOGL,EA,0.042133
DRI,HCA,0.042129
BWA,GT,0.042124
CCL,VLO,0.042093
CI,JPM,0.042091
NBL,TRV,0.042081
CI,IR,0.042075
GOOGL,GOOG,0.042068
AIG,ESRX,0.042057
CNC,TSO,0.042052
CNC,DLR,0.042039
AET,FITB,0.042025
COTY,WM,0.042024
ALB,CL,0.042014
COTY,TSCO,0.041990
CI,FOXA,0.041985
ORLY,XYL,0.041981
BIIB,EL,0.041975
BCR,NEM,0.041956
DLPH,PBCT,0.041955
CME,EQR,0.041940
BWA,HAR,0.041940
HP,TMO,0.041937
WFC,WEC,0.041933
NBL,ORLY,0.041932
PNC,SO,0.041930
FISV,MKC,0.041926
CELG,DPS,0.041919
CME,RAI,0.041909
V,WU,0.041905
PPL,VRTX,0.041903
COH,RCL,0.041893
TEL,TSO,0.041880
EMR,PEG,0.041875
ADI,SBUX,0.041871
BLL,UNH,0.041865
COG,FIS,0.041862
CNC,KORS,0.041853
GWW,YUM,0.041851
GOOGL,AXP,0.041850
FTR,KSU,0.041844
APA,UPS,0.041820
CME,ZTS,0.041819
DOV,DTE,0.041801
AET,MOS,0.041797
AMZN,BMY,0.041791
CNC,STI,0.041785
AET,VIAB,0.041783
ORLY,OXY,0.041765
ADI,GPN,0.041759
GOOGL,ETR,0.041756
BIIB,GLW,0.041732
AYI,BMY,0.041729
CERN,HCP,0.041712
COTY,TIF,0.041701
AET,SCHW,0.041691
CAH,DAL,0.041682
CI,FDX,0.041676
BIIB,OMC,0.041670
AMAT,LMT,0.041662
COTY,WEC,0.041650
CAH,NEE,0.041650
ADI,UAL,0.041639
COTY,IRM,0.041638
CNC,GLW,0.041636
CCL,JNPR,0.041622
MAT,SO,0.041614
LKQ,NUE,0.041614
COH,HOLX,0.041608
CMA,MTB,0.041597
BLL,NKE,0.041593
FTR,HIG,0.041588
HBI,TAP,0.041572
BLL,MJN,0.041565
CA,HP,0.041561
RCL,XEL,0.041547
DOV,LB,0.041544
COST,HCA,0.041541
HUM,KSU,0.041540
APD,UPS,0.041518
DISCA,NWSA,0.041517
GD,MTB,0.041514
LVLT,TXN,0.041498
LLY,RCL,0.041493
FISV,TXN,0.041478
HBI,PGR,0.041474
COTY,SLG,0.041446
CCL,KORS,0.041424
PHM,VFC,0.041420
BIIB,HIG,0.041410
AZO,DD,0.041398
K,RSG,0.041393
MU,RIG,0.041386
COTY,NFX,0.041371
CNC,KSU,0.041370
INTU,YHOO,0.041369
BWA,EXPE,0.041365
COTY,NWL,0.041363
HON,PCG,0.041358
CNC,UPS,0.041355
IFF,LOW,0.041351
ADI,KMX,0.041349
AET,CBG,0.041315
BIIB,SE,0.041307
APC,LEN,0.041297
NBL,HSY,0.041295
GLW,HRL,0.041289
AEP,WEC,0.041283
KO,SNI,0.041282
FISV,SYY,0.041281
COTY,SYY,0.041281
NKE,RIG,0.041266
LYB,NWS,0.041255
OXY,PEP,0.041251
GOOGL,DLTR,0.041239
GOOGL,RAI,0.041229
L,XYL,0.041218
BA,URI,0.041217
FTI,MPC,0.041214
COTY,PNW,0.041203
IFF,MDT,0.041201
F,PBCT,0.041200
MCO,ZION,0.041168
SHW,TMO,0.041163
EXR,SRCL,0.041136
COH,ROST,0.041126
COTY,ITW,0.041118
ADI,STI,0.041118
ADI,PFE,0.041098
HP,NEE,0.041086
CXO,DNB,0.041084
CNC,LLTC,0.041083
GRMN,YUM,0.041080
CME,LEN,0.041076
CMA,MDLZ,0.041073
GLW,DTE,0.041067
COTY,XOM,0.041066
AMG,HIG,0.041059
COTY,FAST,0.041057
CBG,MET,0.041056
COTY,SRE,0.041053
DISCA,FOXA,0.041025
COTY,VRTX,0.041018
APH,SRE,0.041007
KEY,MAT,0.040998
COTY,PRGO,0.040998
GOOGL,CTL,0.040975
GOOGL,IBM,0.040974
RL,SO,0.040970
GLW,PPL,0.040939
CL,DOV,0.040925
CF,GILD,0.040920
URI,UNM,0.040911
BLL,COH,0.040907
LKQ,PH,0.040906
FSLR,SWN,0.040879
COTY,MAC,0.040867
